GeoNetwork,ID GeoNetwork,BSD,ID BSD
BXM - Nuage de points pour le MNT sur Bordeaux Métropole en 2012,9e4a2561-1c80-484c-94f6-be479059f90d,NUAGE DE POINTS POUR LE MNT EN 2012,4148
Nouvelle-Aquitaine partiel : Programme National de Requalification des Quartiers Anciens Dégradés (PNRQAD) - Périmètres (surfacique),fr-120066022-jdd-731b5840-04d7-418f-beb1-6d713cb27234,PNRQAD - PROGRAMME NATIONAL DE REQUALIFICATION DES QUARTIERS ANCIENS DEGRADES - PERIMETRE,1347
BXM - Zones de desserte des noeuds de raccordement abonnés de la boucle locale cuivre de l'opérateur Orange sur le territoire de Bordeaux Métropole,de2b2788-9f15-4d24-b157-706e71631e96,ZONES DE DESSERTE  NŒUDS DE RACCORDEMENT CUIVRE ORANGE,4268
BXM - Limites des emprises futures du domaine public routier sur Bordeaux Métropole,816ebf77-47cc-43ef-a8e3-7f17fec628c1,LIMITES DES EMPRISES FUTURES DU DOMMAINE PUBLIC ROUTIER,1807
BXM - Collecteurs fictifs dans un ouvrage complexe du réseau d'assainissement de Bordeaux Métropole.,b606a458-3277-4048-b0fc-87a8ac7bc0f2,COLLECTEURS FICTIFS DANS UN OUVRAGE COMPLEXE RESEAU ASSAINISSEMENT,4068
BXM - Intervention des services départementaux d'incendie et de secours suite à inondation sur le territoire de Bordeaux Métropole.,bdb0c738-b745-4029-9564-5115808eba53,INTERVENTION SERVICES DEPARTEMENTAUX INCENDIE ET SECOURS SUITE A INONDATION,4124
BXM - Groupe de collecteurs visitables du système d'assainissement de Bordeaux Métropole.,b51fa22e-0536-4845-b4ec-8e2703a698d4,GROUPE DE COLLECTEURS VISITABLES SYSTÈME D'ASSAINISSEMENT,4114
BXM - Grille de référence des dalles des orthophotos et du MNT 2012 sur Bordeaux Métropole,0aa99a7b-bfb2-4561-9f0d-d7d356317a90,GRILLE DE REFERENCE DALLES ORTHOPHOTOS MNT 2012,4113
BXM - Lignes de rupture de pentes artificielles issues de la BD TOPO IGN 2007 Sur Bordeaux Métropole,6a361bc0-a39f-4f5c-a9fe-ac9b1cd5bf76,LIGNE RUPTURE DE PENTE ARTIFICIELLE BD TOPO IGN 2007,4129
IGECOM - Landes : Zones de Préemption sur les Espaces Naturels Sensibles (ZPENS),f538e996-d271-44a7-93d1-60d9a8584343,ZONES DE PREEMPTION AU TITRE DES ESPACES NATURELS SENSIBLES (ZPENS),1922
BXM - Traits de rattachement des noms de voies pour des tracés au 1/10000,48246d8a-223a-4905-98fd-d7c36a56efe5,TRAITS RATTACHEMENT NOMS DE VOIES TRACES 1/10000,4284
BXM - Emprise d'une feuille IGN 1/2000 (Lambert 3) sur le territoire de Bordeaux Métropole,44cd80e8-11ea-433f-989d-98fc9648f0ba,EMPRISE D'UNE FEUILLE IGN 1/2000,1792
Alluvions récentes des cours d'eau du Labourd (64),E2_Alluvions_3CoursEau,OCA : ALLUVIONS RECENTS DES COURS D'EAU PRINCIPAUX DU LABOURD (64),2971
Isobathes du Bassin d'Arcachon numérisées à partir des scans IGN au 1/25000,E3_Isobathes_Scan25,OCA : POINTS COTES DIGITALISES A PARTIR DE SCANS 25 IGN - BASSIN D'ARCACHON,2896
Cartographie des couches stratigraphiques de la côte rocheuse aquitaine d'après la carte géologique de Razin (1989),E2_Stratigraphie_Razin,OCA : VECTORISATION DES COUCHES STRATIGRAPHIQUES DE LA CARTE GEOLOGIQUE DE RAZIN (1989),2944
Ensemble des ouvrages de protection présents en 2008 sur le Bassin d'Arcachon,E3_Ouvrages_DDE,OCA : OUVRAGES DE PROTECTION DU BASSIN D'ARCACHON EN 2008,2899
CD64 - Dictionnaire de donnees pour Autonomie - MSD de Bayonne - Boucau (2013),874376b7-e092-41c7-b181-a3732ccb7eb4,DICTIONNAIRE : MSD : BAYONNE / BOUCAU - AUTONOMIE,3912
CD64 - Dictionnaire de donnees pour Insertion - MSD de Saint Palais (2013),fb148ddb-170f-44ca-a186-1bf39ad91e12,DICTIONNAIRE : MSD : SAINT PALAIS - INSERTION,3936
CD64 - Dictionnaire de donnees pour Autonomie - MSD de Saint Palais (2013),b580c8e2-d315-4a29-81bc-0b78330e705b,DICTIONNAIRE : MSD : SAINT PALAIS - AUTONOMIE,3914
Modèle pour la saisie d'un catalogue d'attributs,c2311fc6-fd65-4629-b85e-1efd4f08c383,OCA : MODELE POUR LA SAISIE D'UN CATALOGUE D'ATTRIBUTS,3010
CD64 - Dictionnaire de donnees pour Enfance - MSD de Saint Palais (2013),ab398421-72d5-4f16-a9fa-8fb79566a9f8,DICTIONNAIRE : MSD : SAINT PALAIS - ENFANCE,3927
CD64 - Dictionnaire de donnees pour Nature des investissements mécaniques en zone de montagne (2010-2013),a50e6262-0325-4c77-9d9d-2a41a0d0323e,DICTIONNAIRE : NATURE INVESTISSEMENTS MECANIQUES MONTAGNE (2010-2013),3943
CD64 - Dictionnaire de donnees pour Stations de suivi des eaux souterraines,ad86f52b-8c13-41f6-957e-4ca7aaa6292e,DICTIONNAIRE : STATIONS DE SUIVI DES EAUX SOUTERRAINES,3951
DRAAF_GIPATGERI - Aquitaine : Travaux de nettoyage déposés au Plan CHABLIS KLAUS,3f684975-920c-4def-9f3d-266d04a3e678,ILOTS DE NETTOYAGE PLAN CHABLIS KLAUS,1025
AIRAQ - Anglet : Etude de la représentativité des mesures en PM10 de la station fixe,6c9abffc-10f1-4bbc-ac62-059f626bf9c8,ETUDE REPRESENTATIVITE STATION FIXE : ANGLET,973
SMEGREG - COMMUNAUTE URBAINE DE BORDEAUX - Alimentation de la Presqu'île d'Ambès en eau industrielle produite in situ à partir des 02 - Alluvions de l'Isle en Gironde,48761594-c469-4f91-a21b-18b21ec562ae,ORTHOPHOTOGRAPHIE 2008 : COMMUNAUTE URBAINE DE BORDEAUX,3735
SMEGREG - COMMUNAUTE URBAINE DE BORDEAUX - La revue de la communauté urbaine de Bordeaux,59fe022b-64e3-4d41-89a9-762a54dc3135,ORTHOPHOTOGRAPHIE 2008 : COMMUNAUTE URBAINE DE BORDEAUX,3735
SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Mesure de la qualité de l'eau de l'Isle etude de traitabilité. Définition des fillières de traitement,199bb120-d84d-4b6f-adff-befff02903c6,MISE AU POINT METHODOLOGIE ELABORATION PLANS DE GESTION DE L'EAU MARAIS ESTUAIRE DE LA GIRONDE EXPERIMENTATION MARAIS DE REYSSON,4341
SMEGREG - Blondie MIRAD/EGID - La consommation et les usages domestiques de l'eau dans le Pays Coeur entre deux Mers,e709c981-d48a-47e6-b75f-3a96fd2c4a91,PAYS CŒUR ENTRE DEUX MERS,788
SMEGREG - LYONNAISE DES EAUX - Périmètres de protection de la source de Fontbanne à Budos,f8f68bd8-434b-46bb-96c8-24cf0cacdfea,LYONNAISE DES EAUX -  PERIMETRES PROTECTION D'EAU POTABLE,4173
AIRAQ - Bordeaux : Evaluation de l'impact sur la qualité de l'air de la baisse de la vitesse maximale autorisée sur la rocade,48879b36-86f8-4000-9072-42643514edcc,EVALUATION QUALITE AIR / IMPACT VITESSE SUR ROCADE BORDEAUX,993
ONRN - Coût cumulé par habitant des sinistres inondation par commune sur la période 1995-2012,a61f6859-9e72-49f7-b581-c11456ab5cc3,COUT CUMULE DES SINISTRES INONDATION PAR COMMUNE 1995-2012,4406
LOGOSDIS331 - Gironde : Ordre d'Opérations Départemental Feux de Forêt 2016,a43ca852-2bad-43ba-917e-1a398aaf6f88,DOC : ORDRE OPERATIONS FEUX DE FORET 2016 : GIRONDE,3763
IFN - France : SCAN 1000® EXPRESS IGN,e3ba7aac-00bc-47af-96fd-af2b7ab11790,NOUVELLE AQUITAINE : SCAN 1000® EXPRESS IGN,3888
GIP_INSEE - Aquitaine : Évolution de la population entre 1962 et 2007,d6ab3727-0a8e-49f3-a831-29112054b149,EVOLUTION POPULATION ENTRE 1962 ET 2007,2998
AIRAQ - Lot-et-Garonne : Etat initial des niveaux de formaldéhyde dans l'air ambiant à Damazan,24aee18f-64b1-4fe3-aa21-f840071f3f41,ETAT INITIAL NIVEAUX DE FORMALDEHYDE : DAMAZAN,971
CRALPC - Gironde et Landes - Pays Landes de Gascogne - 2013,5ce0153e-38c0-42da-92f7-72b00d179499,PAYS LANDES DE GASCOGNE - 2013,3816
AIRAQ - Commune de Tartas : Etude de la représentativité des mesures en PM10 de la station fixe de Tartas,d117236d-dd2d-4236-b8eb-a259a8211817,ETUDE REPRESENTATIVITE STATION FIXE : TARTAS,1002
CRALPC - Gironde - Pays des Rives de Garonne - 2014,e2ed743b-66c2-42f8-8b3e-24e90df13b5a,PAYS DES RIVES DE GARONNE - 2014,3828
RAUDIN2 - Aquitaine : Recensement des sites web des domaines viticoles AOC 2009,6fcf0955-fb6f-4e3e-aa2a-21a35c839aac,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
SMEGREG - AEAG - Les bonnes pratiques de gestion de l'eau du bassin Adour Garonne,de8d13c5-5784-49b6-a95a-39225328bf85,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
CRALPC - Landes : Pays Adour Landes Océanes - CLC 2006,410c4d48-b327-4636-aba3-4a4f5b125e23,OCS-CLC 2006 : PAYS ADOUR LANDES OCEANES,1374
SMEGREG - SYNDICAT DES EAUX ET D'ASSAINISSEMENT DE PODENSAC VIRELADE - Autorisation d'exploiter le forage F2 - Podensac,88dcca8f-0261-47c4-adbb-bb1172ccfb96,ATLAS CARTOGRAPHIQUE DU SCHEMA D'AMENAGEMENT ET DE GESTION DES EAUX DU CIRON,529
SMEGREG - ADOUR - GARONNE - Shéma directeur d'amenagement &amp; de gestion des eaux programme de mesures du bassin Adour - Garonne,2934bd7f-7677-40ba-b691-64e6a2022095,PERIMETRE PLANS DE GESTION DES POISSONS MIGRATEURS BASSIN ADOUR GARONNE,247
SMEGREG - SYNDICAT INTERCOMMUNAL DES EAUX DE LEOGNAN-CADAUJAC - Autorisation d'exploiter le forage de Moulin Jacquin  - Léognan,81aeab06-df61-4055-a9f5-fe9f98332193,LYONNAISE DES EAUX -  REGULATEURS DE PRESSION DU RESEAU D'EAU,4256
SMEGREG - CONSEIL GENERAL DE LA GIRONDE - Rapport sur la situation en matière de développement durable du département de la Gironde,a7eef228-7691-4172-8edc-9151cb1690f6,WEB_8_3_1_COMPÉTENCES DES EPCI EN MATIÈRE DE VOIRIE SUR LE DÉPARTEMENT DE LA DORDOGNE,2315
SMEGREG - COMMUNAUTE URBAINE DE BORDEAUX -  Commune de Saint Médard en Jalles - Galerie de Caupian, forages de Gajac 4 - SMIM 2 et landes de pique,85a6a0c5-33e5-4a29-928f-5df7ff3a976f,ORTHOPHOTOGRAPHIE 2008 : COMMUNAUTE URBAINE DE BORDEAUX,3735
CD24 - Dordogne : Espaces Naturels Sensibles (ENS),2f847f41-9af3-4304-b826-e936af7abe5b,ESPACES NATURELS SENSIBLES (ENS),226
CRALPC - Gironde et Landes - Pays Landes de Gascogne - 2009,a61c2c74-7dc1-41a5-9923-bdf7b9e6387c,PAYS LANDES DE GASCOGNE - 2009,3815
Hydrodynamique sédimentaire_Série temporelle courant, marée et vagues_Passe Nord du Bassin d'Arcachon,ead96504-d760-4f55-8258-16811089aa5a,OCA : HYDRODYNAMIQUE SEDIMENTAIRE, MAREE ET VAGUES - PASSE NORD DU BASSIN D'ARCACHON,2889
Dragage et clapage dans l’axe Piquey-Arès : état initial des communautés benthiques et impact,c939d11d-f587-40d5-afb5-f620a5e888dd,OCA : DRAGAGE ET CLAPAGE DANS L’AXE PIQUEY-ARES,2801
Nettoyage des parcs ostréicoles du Banc de la Matelle : état initial et étude d’impact,63eca481-66d4-4643-8ec0-124a7a5832df,OCA : NETTOYAGE DES PARCS OSTREICOLES DU BANC DE LA MATELLE,2802
CRALPC - Gironde : Pays des Rives de Garonne - CLC 2006,23501c2d-65cf-4984-b2ca-457450dce369,OCS-CLC 2006 : PAYS DES RIVES DE GARONNE,1377
PGB - Pays du Grand Bergeracois : Cartes des structures du Bergeracois proposant des services d'aides à domiciles,142480a7-8060-4d28-8083-1bd771a934e6,CARTE STRUCTURES PROPOSANT SERVICES D'AIDES A DOMICILE,3386
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Tracteurs routiers,37170e68-73fe-4f0f-a033-a86e501071f9,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS TRACTEURS ROUTIERS,3480
INSEE2 - Aquitaine: Bases de chiffres clés - Recensement de la population 2007 - Thème Emploi - Population active,d98e1552-66e5-4325-b15e-6377b0ca9e21,RECENSEMENT POP 2007 - CHIFFRES CLES - THEME EMPLOI-POPULATION ACTIVE,1711
INSEE2 - Aquitaine: Bases de chiffres clés - Recensement de la population 2008 - Thème Emploi - Population active,8a42202b-e883-4f08-802b-789fd70f5df0,RECENSEMENT POP 2008 - CHIFFRES CLES - THEME EMPLOI-POPULATION ACTIVE,1302
DRAAF2 - Aquitaine : Plan de surveillance national Pseudomonas Syringae actinidiae sur Kiwi,81fc2cc0-1d34-4090-9e3c-6670b5259b27,PLAN SURVEILLANCE DE LA BACTERIE AFFECTANT LE KIWI : AQUITAINE,2116
KOSTA_GARBIA - Littoral basque : Réseau suivi Défi territorial - phase 2,CRLB002,OCA : RESEAU DE SUIVI DU DEFI TERRITORIAL QUALITE DES EAUX DE BAIGNADE SUR DES ""CELLULES"" DU LITTORAL BASQUE 2007/2008,3102
CD64 - Stations de suivi des eaux superficielles,f0f3b308-8cc6-4005-a7dd-4c3c604fac8e,STATIONS DE SUIVI DES EAUX SUPERFICIELLES,4017
suivi des biocénoses benthiques du lac marin d’Hossegor (département 40),0002,OCA : SUIVI DES BIOCENOSES BENTHIQUES DU LAC MARIN D’HOSSEGOR,2848
DDT47 - Lot-et-Garonne : Atlas départemental du risque incendie de forêt,7d46faf4-7312-43d6-a833-35ae3a61cb37,ATLAS DEPARTEMENTAL RISQUE INCENDIE FORET : LOT-ET-GARONNE,3393
CRALPC - Gironde - Pays des Rives de Garonne - 2013,1a9fca3f-36d1-46f1-a5fe-dbda03520797,PAYS DES RIVES DE GARONNE - 2013,3827
RAUDIN2 - France - Arc Atlantique : Recensement des sites web TIC 2009,f450b7da-0f92-42ae-913d-48cba824c431,RECENSEMENT DES SITES WEB TIC 2009 : FRANCE-ARC ATLANTIQUE,1731
DREAL2 - Aquitaine : Surface des locaux et habitations commencés (source SITADEL, nouvelle série) Surface de locaux industriels,d8eeb3fa-f317-465c-bded-7870088ec47d,ETALAB : SURFACE DE LOCAUX ET HABITATIONS COMMENCES LOCAUX INDUSTRIELS,3484
Suivi bathymétrique de la plage du Truc Vert,4db5bc9c-7c4a-4090-aa98-99eb4e0c1ee5,OCA : SUIVI BATHYMETRIQUE DE LA PLAGE DU TRUC VERT,2916
DRAAF_GIPATGERI - Aquitaine : Travaux de nettoyage réalisés dans le cadre du plan Chablis KLAUS,ddbb923c-cb9d-40fc-b343-8e64f72428bf,ILOTS DE NETTOYAGE PLAN CHABLIS KLAUS,1025
AEC - Aquitaine : Recensement des sites web sur le territoire en 2008,f8a1df9e-5554-4f1d-b800-9cbcced907e6,RECENSEMENT SITES WEB DES INTERCOMMUNALITES EN AQUITAINE 2008,748
RAUDIN2 - Aquitaine : Analyse de notoriété et d’usages d’un logiciel de gestion agricole,ba3863e2-78c2-418e-b23d-e13e3a1d4b52,ENQUETE : ANALYSE DE NOTORIETE ET D'USAGES D'UN LOGICIEL DE GESTION AGRICOLE,1771
INSEE2 - France : Suse - Système unifié de statistiques d'entreprises,bcdcea2e-34d6-446f-ab46-7209a8ec4d96,SUSE - SYSTÈME UNIFIE DE STATISTIQUES D'ENTREPRISES,1222
DDT24 - Dordogne : Périmètres des surfaces ayant bénéficié d'une aide au nettoyage et reboisement dans le cadre du Plan Chablis  2000-2007,1af67df6-189f-477d-b10f-e72179255351,PLAN CHABLIS : PERIMETRES DES SURFACES AIDEES : NETTOYAGE, REBOISEMENT (2000-2006),2075
UNIV_BDX3 - Zonages règlementaires des lagunes sur les communes
de Saint-Magnes et Louchats,ea5a0c7e-fcbd-4ed7-98dc-eb4a65da325e,QUELS ZONAGES REGLEMENTAIRES DES LAGUNES DE SAINT-MAGNES ET LOUCHATS ?,3702
DREAL2 - Aquitaine : Production d'énergie renouvelable dont petite hydraulique,2c8ce4eb-4f8b-4604-bb7b-3d534903b4e9,ETALAB : PRODUCTION D'ELECTRICITE DONT PETITE HYDRAULIQUE,2724
Etat des crépidules dans le Bassin d’Arcachon,73f0e0ac-8dbe-4a27-8f82-cfd6fe79d816,OCA : ETAT DES CREPIDULES DANS LE BASSIN D’ARCACHON,2809
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Voitures particulières et commerciales Diesel,2ecd0372-0c9c-4e62-ac9d-b7c2bcc949fa,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS VOITURES PARTICULIERE COMMERCIALES ETHANOL,3481
DREAL2 - Aquitaine : Production d'électricité dont petite hydraulique,5375f589-c16a-45cf-8633-a19e426b6b96,ETALAB : PRODUCTION D'ELECTRICITE DONT PETITE HYDRAULIQUE,2724
IFN - Massif landais : dégâts de tempête de janvier 2009,09c9893d-06db-4fdd-8ef8-00c3e9854488,MASSIF LANDAIS : DEGATS TEMPETE DE JANVIER 2009,3728
AEC - Aquitaine : Recensement des sites web des OTSI en 2009,d24d44a1-561d-49ea-823d-23e84b391585,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
KOSTA_GARBIA - Littoral basque : Réseau suivi Défi territorial - phase 1,CRLB001,OCA : RESEAU DE SUIVI DU DEFI TERRITORIAL QUALITE DES EAUX DE BAIGNADE SUR DES ""CELLULES"" DU LITTORAL BASQUE 2007/2008,3102
CD64 - L'axe culturel des contrats communautaires de développement et ses différents volets,067a5a77-8d26-49a7-bdd6-00e8f80b6927,AXE CULTUREL CONTRATS COMMUNAUTAIRES ET DIFF VOLETS,3982
Hydrodynamique sédimentaire_Série temporelle ALTUS sur herbiers de zostères à Germanan,cd02dd36-ce38-422e-94fb-2d7793645e0f,OCA : HYDRODYNAMIQUE SEDIMENTAIRE - ALTUS SUR HERBIERS DE ZOSTERES A GERMANAN,2956
UNIV_BDX3 - État des airiaux en 2008 sur la commune de Brocas (40),13325f9b-343b-42f3-b462-154a47b0cb73,ETAT DES AIRIAUX EN 2008 SUR LA COMMUNE DE BROCAS,3698
DREAL2 - Aquitaine : Immatriculations de voitures neuves suivant leurs émissions de CO2 Voitures neuves avec émissions de moins de 100 g,009e9c50-b647-464c-9573-d64001d11498,ETALAB : IMMATRICULATIONS DE VOITURES NEUVES SUIVANT EMISSIONS C02,3485
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Voitures particulières et commerciales utilisant le super éthanol,908e68ac-3d0b-42bc-a64c-a59070c44ca3,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS VOITURES PARTICULIERE COMMERCIALES ETHANOL,3481
INSEE2 - Aquitaine: Bases de chiffres clés - Recensement de la population 2008 - Thème Diplômes - Formation,e999cecb-fac8-44e3-a407-af3663a31a56,RECENSEMENT POP 2008 - CHIFFRES CLES - THEME EVOLUTION-STRUCTURE POPULATION,1303
INSEE - France : répertoire des entreprises et des établissements SIRENE : stocks d'établissements actifs 2012,7dacccb5-3a4c-481d-984b-8308c7c53c19,SIRENE REPERTOIRE ENTREPRISES ET ETABLISSEMENT : STOCKS D'ETABLISSEMENTS ACTIFS,1236
DREAL2 - Aquitaine : Logements du parc locatif social,a55d0d95-1c36-4bb4-8a07-ee588cbc7c33,ETALAB : LOGEMENTS DU PARC LOCATIF SOCIAL,3459
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Voitures particulières de moins de 6 CV,2033e867-4b42-4aeb-b1cd-b9124ece85fd,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS VOITURES PARTICULIERES DE MOINS DE 6CV,3477
DREAL2 - Aquitaine : Occupation du territoire dans les cantons littoraux(CORINE Land Cover 1990 et 2000) Surface des espaces verts artificialisés non agricoles des cantons littoraux (14),2a8026ac-c66e-46bb-8938-9e5b07210f4e,ETALAB : OCCUPATION DU TERRITOIRE cantons littoraux,3495
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Voitures particulières et commerciales,cf6ba8a3-0b25-44d4-8a71-caf8144c4574,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS VOITURES PARTICULIERE COMMERCIALES ETHANOL,3481
DREAL2 - Aquitaine : Logements du parc locatif social Prix moyen du loyer au m2,1c531673-08d1-4fb1-aa02-eb93de99bfd0,ETALAB : LOGEMENTS DU PARC LOCATIF SOCIAL,3459
DREAL2 - Aquitaine : Le transport de marchandises (ancienne série) Quantité de marchandises (trafic international) entrantes transportées par rail jusqu'à la frontière française,a4d3531a-fceb-47ea-aa03-04aec45cc94d,ETALAB : TRANSPORT DE MARCHANDISES QUANTITES ENTRANTES TRANSPORTEES PAR RAIL,3478
LPO - Aquitaine : Suivi du Gravelot à collier interrompu,a76fddc1-d7a4-4d76-b4b7-0ae29a0bca50,SUIVI DU GRAVELOT A COLLIER INTERROMPU,3460
Relations entre mollusques marins et les trématodes digènes,e2fd3d33-786f-41c3-a338-711b7b46606e,OCA : RELATIONS ENTRE MOLLUSQUES MARINS ET LES TREMATODES DIGENES,2793
Expérience in situ de dégradation de Zostera noltii (2009-2010),ad228ef2-3d9a-4c80-a239-ce3cdd6f6adf,OCA : EXPERIENCE IN SITU DE DEGRADATION DE ZOSTERA NOLTII (2009-2010),2884
Surveillance écologique du benthos de l'Estuaire de la Gironde,3fad7404-9c71-43c9-badf-e7dbd90cb371,OCA : SURVEILLANCE ECOLOGIQUE DU BENTHOS DE L'ESTUAIRE DE LA GIRONDE,2876
DDT24 - Dordogne : Plans d'eau supérieur à 1 000 m²,b24564bc-2630-41a4-9cb6-d210c11a7a50,PLANS D'EAU > 1 000 M²,936
CCCAUSSESETVEZERE - Commune de Montagnac d'Auberoche : Carte communale,89297e6e-de3a-48c5-b9d2-a7ef93658b77,CARTE COMMUNALE : MONTAGNAC D'AUBEROCHE,1043
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Voitures particulières de moins de 6 CV,5bec6aa1-5542-4148-b7a6-48d848e3edf1,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS VOITURES PARTICULIERES DE MOINS DE 6CV,3477
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Tracteurs routiers,54547a95-fb81-49cb-8fba-5a678c62f54b,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS TRACTEURS ROUTIERS,3480
DREAL2 - Aquitaine : Les immatriculations de véhicules neufs dans l'année Remorques neuves,73500269-a06b-42e1-bd75-ca77af4776bd,ETALAB : IMMATRICULATIONS DE VEHICULES NEUFS REMORQUES NEUVES,3487
Suivi des communautés benthiques à l'Île aux Oiseaux en 2007-2008,91eb6d64-6925-4a47-bead-fade0e5ea00b,OCA : SUIVI DES COMMUNAUTES BENTHIQUES A L'ÎLE AUX OISEAUX 2007/2008,2949
DREAL2 - Aquitaine : Dépassements des seuils de pollution aux Poussières (PM2.5) en zones urbaines Nombre de capteurs analysant les PM2.5,d8130e48-c9fb-418c-a9a2-7d0ded35baa0,ETALAB : DEPASSEMENT SEUILS POLLUTION POUSSIERES ZONES URB NOMBRES CAPTEURS,3509
Submersion Xynthia - Hauteurs d'eau,b82f670d-8ddc-4224-9ac7-a753a3ddde78,OCA : SUBMERSION XYNTHIA - HAUTEURS D'EAU,2979
CRPF - Interbois - Synthèses des résultats de l'étude Ressource/Mobilisation sur les espaces forestiers de la Dordogne - 2012,7b3a0a8a-e9e0-4b48-b1e5-201f4b77a866,ETUDE : INTERBOIS - RESSOURCE/MOBILISATION ESPACES FORESTIERS 24,3687
IFN - Dordogne : BD ORTHO 2004 (50cm/sol ré échantillonnée) - Version 1,1a355db9-3917-4a6a-a53d-3c714c078400,BD ORTHO 50CM 2004 : DORDOGNE,1261
DREAL2 - Massif des Landes de Gascogne: Expertise sur l'avenir du massif forestier,066594e3-6b21-4f77-a14c-5de6bc33ba08,EXPERTISE SUR L'AVENIR DU MASSIF FORESTIER,3347
Suivi pelagos au Chenal d'Arès (2009-2010),e1d9ba43-3203-48a5-9494-45fd8e9e7614,OCA : SUIVI PELAGOS AU CHENAL D'ARES (2009-2010),2881
IFN - Landes : BD ORTHO 2002 (50cm/sol ré échantillonnée) - Version 1,113b1328-9921-41bf-8189-b7d2c70ca12d,BD ORTHO 50CM 2002 : LANDES,1256
IFN - Gironde : BD ORTHO 2000 (50cm/sol ré échantillonnée) - Version 1,4398b44b-68ae-4b6a-b48b-0cc9a198688a,BD ORTHO 50CM 2000 : GIRONDE,1255
DREAL2 - Aquitaine : Production d'électricité dont puissance installée en petite hydraulique,bf846688-7faa-4c5e-b0d4-b2cfb707a2c8,ETALAB : PRODUCTION D'ELECTRICITE DONT PETITE HYDRAULIQUE,2724
DREAL2 - Aquitaine : Production d'électricité dont puissance installée en petite hydraulique,993f0e8c-0fa3-420f-959e-5bf039545a8d,ETALAB : PRODUCTION D'ELECTRICITE DONT PETITE HYDRAULIQUE,2724
Photographies aériennes de l'IGN sur le Bassin d'Arcachon,b5ca0cc0-2a1e-41de-86c2-2197691ce5da,OCA : PHOTOGRAPHIES AERIENNES DE L'IGN - BASSIN D'ARCACHON,2846
