BSD,ID BSD,GeoServer,ID GeoServer
SERVICES PUBLICS,1702,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
PLU ZONAGE,2613,CDC Val d'Albret - Zonage PLU de Montesquieu,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23fb
ORTHO 2009,2692,IGN - BD ORTHO 2009 - Aquitaine,CoverageInfoImpl-4c4d58b5:1582f112b3c:-3b3
ORTHO 2011,2693,CA Cote Basque Adour - Ortho 2011 2,5m,CoverageInfoImpl-381b45bf:144f98e152b:-74d5
DOSSIERS CAUE,3173,CAUE 33 - Architecture dossiers 2000-2012,FeatureTypeInfoImpl-2ca21f6c:13cad7262a3:-46b4
MONUMENTS HISTORIQUES,3179,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
PAI : HYDROGRAPHIE,3210,IGN BD TOPO - PAI hydrographie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e80
PAI : OROGRAPHIE,3211,IGN BD TOPO - PAI orographie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e8a
PAI : RELIGIEUX,3212,IGN BD TOPO - PAI religieux,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e7c
PAI : SANTE,3213,IGN BD TOPO - PAI sante,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e78
PAI : SPORT,3214,IGN BD TOPO - PAI sport,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e88
PAI : TRANSPORT,3215,IGN BD TOPO - PAI transport,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e76
CANTONS 2015,3270,CR Aquitaine - Cantons 2015,FeatureTypeInfoImpl--52fb10a8:14c3174f0bb:-3557
EPAVES ZONES,3279,GPMB - Epaves de zones,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-877
ECOLES : MATERNELLES,3682,Pays du Grand Bergeracois - Ecoles maternelles,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6902
PATRIMOINE CULTUREL,3754,SIRTAQUI - Patrimoine Culturel,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-4521
VITESSE 2014,3764,DREAL - Vitesse de circulation 2014,FeatureTypeInfoImpl--25674c34:158fc844334:214b
VITESSE 2013,3765,DREAL - Vitesse de circulation 2013,FeatureTypeInfoImpl--5080ad91:14fbb46feca:2b1f
FAUNE SAUVAGE,3970,FD chasse 33 - Réserves de chasse et de faune sauvage,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd8
ZONES HUMIDES,4030,SMBV des Lacs du Born - Zones humides prioritaires,FeatureTypeInfoImpl--3cb9736d:15607db193b:-378b
ELEVAGES PORCINS,4310,DDCSPP 47 - Elevages Porcins,FeatureTypeInfoImpl-48337e3e:150c7ccc759:3087
POSTE ELECTRIQUE,4470,RTE - Poste electrique,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3f58
POTEAU INCENDIE,4474,SIAEP LALINDE - Poteau incendie,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-4fd4
IMPACTS DE FOUDRE,23,GIP ATGeRi - Impacts de foudre 2014,FeatureTypeInfoImpl--2917b27b:14fd023f59d:-5246
POSTE DE TRANSFORMATION,170,ERDF - Poste de transformation RTE - ERDF,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d35
CHATEAUX DE TERRE,664,PNR LG - Chateaux de terre,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6dad
STATION DE POMPAGE,1211,CDC Piémont Oloronais - Station de pompage,FeatureTypeInfoImpl-2245790e:1419d048044:2c0d
VILLAGES DE VACANCES,1466,SIRTAQUI - Villages de vacances,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-44c1
SPORTS ET LOISIRS,1668,EPIDOR - Sports et loisirs,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e10
CHENAL DE NAVIGATION,1846,GPMB - Chenal de navigation,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8a7
POSTES DE LIVRAISON,1905,TIGF -  Postes de livraison,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-78ae
STATIONS DE COMPRESSION,1906,TIGF - Stations de compression,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7884
MONUMENTS HISTORIQUES : 24,1956,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MONUMENTS HISTORIQUES : 33,1957,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MONUMENTS HISTORIQUES : 40,1958,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MONUMENTS HISTORIQUES : 47,2012,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MONUMENTS HISTORIQUES : 64,2013,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MAISONS DE GIRONDE,3172,CAUE 33 - _Zones maisons de gironde,FeatureTypeInfoImpl--60d2bb13:13cb4240a19:-70ea
CHENAL DE BLAYE,3278,GPMB - Chenal de Blaye,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:-8b2
CONTOUR DU PNRLG,3685,PNRLG - Contour du parc 2000/2012,FeatureTypeInfoImpl--15153562:135aad313b6:-44ad
ZONAGE DU PLU,4342,CDC Val d'Albret - Zonage PLU de Montesquieu,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23fb
ENCEINTE DE POSTE,4471,RTE - Enceinte de poste,FeatureTypeInfoImpl--64db1a4f:15a8f4251cd:4691
SITES PROPRES OU COMMUNS DES OFFICES DE TOURISME ET SYNDICATS INITIATIVE SUR WEB,468,Pays du Grand Bergeracois - Offices de tourisme,FeatureTypeInfoImpl--6dc8b695:14931910cfa:5e07
POSTE ELECTRIQUE MIDI-PYRENEES,3348,RTE - Poste electrique,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3f58
RESEAU FERRE - TRAFIC MARCHANDISES (RGI),724,RFF - Trafic marchandises,FeatureTypeInfoImpl--60870653:141bc392aa4:-4bc3
RESEAU FERRE - TRAFIC TER (RGI),726,RFF - Trafic TER,FeatureTypeInfoImpl--60870653:141bc392aa4:-4b97
RESEAU FERRE - PASSAGE A NIVEAU (RGI),736,RFF - Passage à niveau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d78
SCAN 25 V2 : DORDOGNE,861,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V2 : LANDES,863,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V2 : LOT ET GARONNE,867,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V2 : AQUITAINE,869,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V2 : PYRENEES ATLANTIQUES,870,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V2 : GIRONDE,871,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 250 : LANDES,877,IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe
SCAN 250 : GIRONDE,878,IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe
SCAN 250 : LOT ET GARONNE,879,IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe
SCAN 250 : DORDOGNE,880,IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe
SCAN 100 : DORDOGNE,883,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 100 : GIRONDE,884,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 100 : LOT ET GARONNE,886,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 100 : LANDES,887,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 1000 : SITE INTERNET,1032,IGN - Scan 1000,CoverageInfoImpl-1b853102:1405956ab90:5983
SCAN 25 V1 : GIRONDE,1047,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V1 : LOT ET GARONNE,1048,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V1 : LANDES,1049,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V1 : DORDOGNE,1050,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 25 V1 : PYRENEES ATLANTIQUES,1051,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 250 : PYRENEES ATLANTIQUES,1069,IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe
SCAN 250 : AQUITAINE,1071,IGN - Scan 250,CoverageInfoImpl--7051f1f4:13242bcf565:-7ffe
SCAN 25 V1 : AQUITAINE,1077,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
SCAN 100 : PYRENEES-ATLANTIQUES,1244,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 100 : CHARENTE,1245,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 100 : CHARENTE-MARITIME,1246,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
SCAN 100 : AQUITAINE,1722,IGN - Scan 100,CoverageInfoImpl-1b853102:14058ffa22c:7c5c
RPG - REGISTRE PARCELLAIRE GRAPHIQUE 2010,2681,ASP - RPG 2010,FeatureTypeInfoImpl--66b5f798:13ab2251bcf:7f4e
ECOLES : MATERNELLES ET PRIMAIRES,2686,Pays du Grand Bergeracois - Ecoles maternelles,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6902
ORTHO RVB 2012,3282,BD ORTHO 2012 - Aquitaine tiff,CoverageInfoImpl-5aa6b02d:15a28b81ef7:3f4c
SCAN 25 V3 : AQUITAINE,3737,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
EMISSIONS DE GES (GAZ A EFFET DE SERRE) PAR COMMUNE 2012,3709,Emissions du CH4 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-5c8f
SCAN 250 EXPRESS,3782,IGN - Scan 25 Express,CoverageInfoImpl-35aed7c:1543cfbf519:-232b
SCAN 1000 EXPRESS,3783,IGN - Scan 1000,CoverageInfoImpl-1b853102:1405956ab90:5983
CANALISATION EAU POTABLE,4473,SIAEP LALINDE - Canalisation eau potable,FeatureTypeInfoImpl-6213a6cc:134c6c9185c:-5286
SOUS BASSIN VERSANT,36,SMBV des Lacs du Born- Bassin versant du lac de Cazaux-Sanguinet,FeatureTypeInfoImpl--658a4c7:14bff0939fa:1526
INVENTAIRE SUPPLEMENTAIRE DES MONUMENTS HISTORIQUES,161,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MONUMENTS HISTORIQUES INSCRITS,164,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
MONUMENTS HISTORIQUES CLASSES,165,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
RELAIS DE SERVICES PUBLICS CAFE CITOYENS,525,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
EMISSIONS DE GES - CO2,3361,Emissions du CO2 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-5c6b
EMISSIONS DE GES - CH4,3362,Emissions du CH4 en 2012,FeatureTypeInfoImpl--32412c87:14eb5c19f39:-5c8f
EMISSIONS DE GES - N2O,3661,Emissions du N2O en 2012,FeatureTypeInfoImpl-50da95be:14ebb319442:159d
ETALAB : SURFACE DE LOCAUX ET HABITATIONS COMMENCES SERVICES PUBLICS SANTE,3497,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
COURS D'EAU DOMANIAUX,538,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
COURS D'EAU PRIVES,539,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
COURS D'EAU RESERVES,540,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
COURS D'EAU A MIGRATEUR,541,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
PERIMETRE DE 500 M AUTOUR DES MONUMENTS HISTORIQUES,621,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
INVENTAIRE PETIT PATRIMOINE,635,AGRN : Petit patrimoine,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc0
BD TOPO : AQUITAINE,832,IGN - BD ORTHO 2009 - Aquitaine,CoverageInfoImpl-4c4d58b5:1582f112b3c:-3b3
ETAT COURS D'EAU,1023,IGN BD TOPO - Troncons cours d'eau,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e62
ZONES INTERVENTION SERVICES PUBLICS DE L'EMPLOI,1105,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
COURS D'EAU ECO-CONDITIONNALITE,1204,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
GESTION DECHETS : POINTS DE COLLECTE D'ORDURES MÉNAGÈRES,1348,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
AXE COURS D'EAU PERMANENTS,1409,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
IRRIGATION COLLECTIVE : STATIONS DE POMPAGE,1863,SIBA - Stations de pompage,FeatureTypeInfoImpl-b616f19:1370de390e3:4db7
POSTES DE SECTIONNEMENT ET ROBINETS DE SECURITE,1904,TIGF - Sectionnement robinets,FeatureTypeInfoImpl-24a8bf94:13846bea89d:-7890
ORTHO 20CM : 2007,2169,SIBA - Ortho 2009 20cm,CoverageInfoImpl--16ec6ada:13673194d60:-5ddd
ORTHO 20CM : 2005,2182,SIBA - Ortho 2009 20cm,CoverageInfoImpl--16ec6ada:13673194d60:-5ddd
COURS D'EAU À ENJEUX ANGUILLES - BASSIN ADOUR-GARONNE,2564,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
ETALAB : ZONES HUMIDES 2000 / FORETS ET MILIEUX SEMI-NATURELS 2006,2731,SRCE - Co Milieux humides,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58d9
ETALAB : FORETS ET MILIEUX SEMI-NATURELS 2000 / ZONES HUMIDES 2006,2745,SRCE - Co Milieux humides,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58d9
ETALAB : ZONES HUMIDES 1990 / FORETS ET MILIEUX SEMI-NATURELS 2000,2757,SRCE - Co Milieux humides,FeatureTypeInfoImpl-5c3c0fbe:13ee3b701c3:-58d9
ETALAB : LISTE DES IMMEUBLES PROTEGES AU TITRE DES MONUMENTS HISTORIQUES,2776,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
OCA : POINTS COTES DIGITALISES A PARTIR DE SCANS 25 IGN - BASSIN D'ARCACHON,2896,IGN - Scan 25,CoverageInfoImpl--21535270:133b13cd29b:-7fff
OCA : MONUMENTS HISTORIQUES REPERES SUR LES MISSIONS IGN DE 1938, 1968, 1982, 1992, 2000 - COTE BASQUE,2967,DRAC - Monuments historiques,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7fa3
OCA : ALLUVIONS RECENTS DES COURS D'EAU PRINCIPAUX DU LABOURD (64),2971,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
CARTES DES EQUIPEMENTS ET SERVICES PUBLICS,3227,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
SERVICES ET EQUIPEMENTS PUBLICS,3229,DILA - Services publics,FeatureTypeInfoImpl--14a5fc34:134d6347150:-7d52
SAGE : ZONES HUMIDES,3272,SMBV des Lacs du Born - Zones humides prioritaires,FeatureTypeInfoImpl--3cb9736d:15607db193b:-378b
SRCE / CORRIDORS LANDES,3599,SRCE - Co MOSO Landes,FeatureTypeInfoImpl--1349261:1431092c4c4:6086
PARCELLES DES SITES ENS 2011,3996,CG33 - ENS Parcelles,FeatureTypeInfoImpl-d69f80b:13d49cd4298:-7204
COURS D'EAU TEMPORAIRE EN 2000,4082,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
POINTS COLLECTE PROVISOIRE,4189,CA Grand Villeneuvois - Points de collecte,FeatureTypeInfoImpl--1555e0c2:13a2c2c28f3:1aa8
STATIONS DE POMPAGE RESEAU D'ALIMENTATION EN EAU INDUSTRIELLE,4236,SIBA - Stations de pompage,FeatureTypeInfoImpl-b616f19:1370de390e3:4db7
STATIONS DE POMPAGE SYSTÈME D'ASSAINISSEMENT,4247,SIBA - Stations de pompage,FeatureTypeInfoImpl-b616f19:1370de390e3:4db7
DIAGNOSTIC COURS D'EAU ET FOSSES DU TERRITOIRE,4293,SRCE - Cours d'eau,FeatureTypeInfoImpl--1e4c652c:152fa292e35:-3c79
ACCA (Association Communale de Chasse Agréée) : LIMITES,279,FD chasse 33 - ACCA,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd0
DENSITE ET REPARTITION DE POPULATION DES COMMUNES,519,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
RELAIS D'ASSISTANTES MATERNELLES,3318,Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba
CONTOUR DU PNRLG 2014-2026,3320,PNRLG - Contour du parc 2014/2026,FeatureTypeInfoImpl-4dd55405:1440151d781:1704
SITES GERES : 2012,3374,CEN Aquitaine - Sites gérés en 2012,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:52cb
BD PARCELLAIRE : IMAGE,891,BD Parcellaire Gironde : localisants avec fichiers majic 2012,FeatureTypeInfoImpl-4d4cdcbb:1391db5d845:-7659
BD CARTO : AQUITAINE,902,IGN - BD ORTHO 2009 - Aquitaine,CoverageInfoImpl-4c4d58b5:1582f112b3c:-3b3
BD CARTO : GIRONDE,903,BD Parcellaire Gironde : localisants avec fichiers majic 2012,FeatureTypeInfoImpl-4d4cdcbb:1391db5d845:-7659
BD CARTO : DORDOGNE,904,BD ALTI - courbes de niveau DORDOGNE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7da4
BD CARTO : LANDES,906,BD Parcellaire Landes avec fichiers majic 2011 et 2012,FeatureTypeInfoImpl-722cc45b:138dd70a3c1:3949
BRUIT INFRASTRUCTURES DE TRANSPORT - ASSIETTE,938,DDT 47 - Bruit Assiette,FeatureTypeInfoImpl-1bfa188e:149ec3ed113:199e
RECENSEMENT POP 2007 - IRIS - THEME POPULATION,1226,INSEE - Population par iris,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3d12
OFFICE DE TOURISME OU SYNDICATS D'INITIATIVE,1478,PNRLG - Office de tourisme,FeatureTypeInfoImpl--4257e7f7:1529d86437b:-36da
GESTION TERRITOIRE CHASSE,1554,FD chasse 33 - gestion,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de2
RECENSEMENT POP 2008 - IRIS - THEME POPULATION,1716,INSEE - Population par iris,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3d12
CONTOUR DU PNRLG 2000-2012,1866,PNRLG - Contour du parc 2000/2012,FeatureTypeInfoImpl--15153562:135aad313b6:-44ad
ORTHO 20 CM : 2009,1890,IGN - BD ORTHO 2009 - Aquitaine,CoverageInfoImpl-4c4d58b5:1582f112b3c:-3b3
CARROYAGE POPULATION 1000M,2058,INSEE - Densité population carroyage 200m,FeatureTypeInfoImpl--6dc19e29:136a16cf456:-7ea
PLR - PLAN LOCAL RANDONNEE,2095,CG 64 - Plan local de randonnée,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e93
WEB_3_2_11_LES ENTITÉS PAYSAGÈRES DU DÉPARTEMENT DE LA DORDOGNE - ETUDE BKM 1998/1999,2289,DDT 47 - Entités Paysagères,FeatureTypeInfoImpl-2ef72339:14a34f162e0:-7b3f
PLU ZONAGE MEZIN,2601,CDC Val d'Albret - Zonage PLU de Montesquieu,FeatureTypeInfoImpl--3ce68516:141a7a870c9:-23fb
CENTRES ET QUARTIER ANCIENS,3286,DRAC - Centres et Quartiers Anciens,FeatureTypeInfoImpl--30767c27:14358db9eed:-519d
HOULE OFFSHORE 20KWM,3288,CR Aqutaine - Houle offshore - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae3f8038a:5c93
HOULE NEARSHORE 15KWM,3289,CR Aqutaine - Houle nearshore - Calcul des potentiels technico-économiques hydrolien,FeatureTypeInfoImpl-40b93b40:14ae3e03095:2e67
BRUIT INFRASTRUCTURES DE TRANSPORT - GENERATEUR,3544,DDT 47 - Bruit Generateur,FeatureTypeInfoImpl-1bfa188e:149ec826460:7a8b
BD ORTHO 5M COULEUR,3744,MEDDE - Ortho littorale V2 couleur 2012,CoverageInfoImpl--33872947:13d57644f6f:4228
POPULATION DES COMMUNES EN 1990,3862,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
POPULATION DES COMMUNES EN 1990 (SYMBOLS PROPORTIONNELS),3863,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
POPULATION DES COMMUNES EN 1999,3864,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
POPULATION DES COMMUNES EN 1999 (SYMBOLS PROPORTIONNELS),3865,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
POPULATION DES COMMUNES EN 2006,3866,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
POPULATION DES COMMUNES EN 2006 (SYMBOLS PROPORTIONNELS),3867,INSEE - Population par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:3cfa
LOCALISATION STATIONS SIRIL,4296,DDTM 33 - Localisation des stations d'epuration,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e84
SINISTRALITE COMMUNES TRI - INONDATION,4427,Dreal - TRI - Communes,FeatureTypeInfoImpl-749b820c:14d29db9f86:-3f40
RESERVES NATURELLES NATIONALES,223,CG47 - Réserves naturelles nationales,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7a01
BD ORTHO 2005 : 20 CM,1213,BD Ortho 2012 NB 1m,CoverageInfoImpl-7738d5f9:1587334561f:-6f6c
BD TOPO V1 : LANDES,1280,IGN BD TOPO - Gares,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e3a
SRU : COMMUNES SOUMISES A OBLIGATION ART 55 LOI SRU,1346,DDTM33 - SRU,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e91
PLU : PLAN DE ZONAGE,1437,CDC du Mézinais - Zonage du Plan Local de l'Urbanisme,FeatureTypeInfoImpl-2245790e:1419dadf6d9:-3372
SITES DES ACTIVITES NAUTIQUES,1542,CG 24 - Sites d'activités Nautiques,FeatureTypeInfoImpl-7e125c65:133a1446f48:-72fc
ZONES EN COURS DE RECONNAISSANCE,1670,EPIDOR - En cours de reconnaissance,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e12
RESEAU AEP : PURGE,1683,CDC Sarlat Périgord Noir - AEP Purge,FeatureTypeInfoImpl-21464d69:14ebf34b699:340e
RESEAU AEP : CAPTAGE,2099,CDC Sarlat Périgord Noir - AEP Captage,FeatureTypeInfoImpl-21464d69:14ebf0d1d27:652
SRCE / CORRIDORS BOCAGE,2621,SRCE - OA Corridors écologiques à préserver,FeatureTypeInfoImpl-4d80d622:153a8791791:-4fce
SRCE / CORRIDORS HUMIDE,2624,SRCE - OA Corridors écologiques à préserver,FeatureTypeInfoImpl-4d80d622:153a8791791:-4fce
PISTES CYCLABLES : BORNES,3548,Infrastructures Cyclables Existantes - Référentiel Unique département de la Gironde 33 - Atelier pistes cyclables,FeatureTypeInfoImpl-3215f0b9:1501e697e6c:-5c68
REGARD BRANCHEMENT ASSAINISSEMENT,4242,CDC Sarlat Périgord Noir - Assainissement Conduite branchement,FeatureTypeInfoImpl-21464d69:14ebf34b699:3645
NOUVELLE AQUITAINE : PERIMETRE DES QUARTIERS PRIORITAIRES DE LA POLITIQUE DE LA VILLE,4304,GIP PQA - Quartiers prioritaires,FeatureTypeInfoImpl--b4fb97c:15375ef25c4:-6e8c
BD PARCELLAIRE : CREUSE,4440,BD Parcellaire Gironde : localisants avec fichiers majic 2012,FeatureTypeInfoImpl-4d4cdcbb:1391db5d845:-7659
BD PARCELLAIRE : VIENNE,4442,BD Parcellaire Gironde : localisants avec fichiers majic 2012,FeatureTypeInfoImpl-4d4cdcbb:1391db5d845:-7659
ITINERAIRES BOIS RONDS,104,DRAAF - Itinéraires bois ronds,FeatureTypeInfoImpl--155706dd:1373c90c085:-7ffd
PETITES REGIONS AGRICOLES,250,DDTM40 - Petites régions agricoles,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d90
CENTRES DE LOISIRS CLSH,3319,Pays du Grand Bergeracois - Centres de loisirs sans hébergement,FeatureTypeInfoImpl-1bf44d9a:1492cbdd7cd:-79d6
LOTS DES ZONES D ACTIVITES,681,AURBA - Lots des zones d'activités,FeatureTypeInfoImpl-510f4e81:13c906090df:-7ff6
ROUTES DES ZONES D ACTIVITES,688,AURBA - Routes des zones d'activités,FeatureTypeInfoImpl-510f4e81:13c906090df:-7ff0
BD ORTHO POST-TEMPETE,770,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 10M : LANDES,813,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 10M : LOT ET GARONNE,814,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 50CM : PYRENEES ATLANTIQUES,815,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 5M : DORDOGNE,818,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO POST-TEMPETE 40CM : DORDOGNE,819,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 5M : GIRONDE,820,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 5M : LOT ET GARONNE,821,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 10M : DORDOGNE,822,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO POST-TEMPETE 40CM : LANDES,823,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO PRE-TEMPETE 50CM : DORDOGNE,824,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
BD ORTHO POST-TEMPETE 40CM : GIRONDE,826,BD ORTHO 47 - 2015,CoverageInfoImpl--4bbfe513:15789a5a242:1888
