GeoServer,ID GeoServer,BSD,ID BSD
CG64 - Bornage route,FeatureTypeInfoImpl-52f4f10e:137bcd6e4e0:-6ab4,ROUTE 120®,3733
CG 64 - D64 AEP Captage,FeatureTypeInfoImpl--28e07fc6:137e8b84496:-1802,PERIMETRE DE PROTECTION DES SOURCES DE CAPTAGE D EAU,230
Chambre agriculture 64 - Industries agro-alimentaires,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dcc,ICPE - INDUSTRIES,3593
CR Aquitaine - Territoires de projet,FeatureTypeInfoImpl-19097143:15350c1b295:-2091,TERRITOIRES MAIA,4022
DREAL - PPRF,FeatureTypeInfoImpl--4ecb909f:15adcc47f4e:-7933,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
Zone de compétence ""Police Nationale"",FeatureTypeInfoImpl--4ecb909f:15ad12ee09a:-1775,ZONE CŒUR,156
DREAL - ICPE,FeatureTypeInfoImpl--7b1a2e47:1511b4833d4:4062,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
DREAL - PPRL,FeatureTypeInfoImpl--4ecb909f:15adcd21345:5b7,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
DREAL - PPRA,FeatureTypeInfoImpl--4ecb909f:15adcd21345:a5f,DONNEES EN WMS : DREAL THEMATIQUE URBANISME,2240
DREAL - Vitesse de circulation 2015,FeatureTypeInfoImpl-69be8d:14ebabec22e:-7114,VITESSE 2014,3764
GPMB - Feux,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:bc,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
IGN - Zone Végétation (multithèmes),FeatureTypeInfoImpl-5809213e:13c8965d8ec:-48aa,ZONE CŒUR,156
INSEE - Part des chômeurs entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4083,SCAN 25,251
INSEE - Taux de chômage entre 25 et 54 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4452,SCAN 25,251
Pays du Grand Bergeracois - Ambulances,FeatureTypeInfoImpl--3ec8a186:148eea01a3b:-3b39,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Associations,FeatureTypeInfoImpl-1bf44d9a:1492c93c8c2:3621,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Bibliothèques,FeatureTypeInfoImpl-1bf44d9a:1492c93c8c2:3d09,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - CCAS,FeatureTypeInfoImpl-1bf44d9a:1492c93c8c2:40a4,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Centres d'Information Jeunesse,FeatureTypeInfoImpl--6dc8b695:14931bae555:-127b,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Centres de loisirs sans hébergement,FeatureTypeInfoImpl-1bf44d9a:1492cbdd7cd:-79d6,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Collèges,FeatureTypeInfoImpl-1bf44d9a:1492cea459e:-2a39,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Communes,FeatureTypeInfoImpl-278241d0:14b01693ea9:5082,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Crèches,FeatureTypeInfoImpl-1bf44d9a:1492cea459e:-28a0,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Ecoles élémentaires,FeatureTypeInfoImpl-1bf44d9a:1492cf8d8e2:-1b78,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Ecoles maternelles,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6902,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Intercommunalite,FeatureTypeInfoImpl-278241d0:14b018484a6:-7b08,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Lycées,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:5db0,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Mairies,FeatureTypeInfoImpl-1bf44d9a:1492cfd3adb:6033,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Offices de tourisme,FeatureTypeInfoImpl--6dc8b695:14931910cfa:5e07,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Pharmacies,FeatureTypeInfoImpl-1bf44d9a:1492d79f347:6a83,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Piscines,FeatureTypeInfoImpl-1bf44d9a:1492d79f347:748c,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - La Postes,FeatureTypeInfoImpl-1bf44d9a:1492d99d0b1:-4c4c,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Relais assistances maternelles,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:-29ba,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Salles de spectacle,FeatureTypeInfoImpl-1bf44d9a:1492dd4584f:-2158,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Salles multisport,FeatureTypeInfoImpl-1bf44d9a:1492e0d34ec:-435,PAYS DU GRAND BERGERACOIS - 2009,3791
Pays du Grand Bergeracois - Salles des Fêtes,FeatureTypeInfoImpl-1bf44d9a:1492da8c2e3:196a,PAYS DU GRAND BERGERACOIS - 2009,3791
RFF - Vitesse maximum autorisée des lignes,FeatureTypeInfoImpl--60870653:141bc392aa4:-4b69,VITESSE 2014,3764
SDIS 64 - PK route,FeatureTypeInfoImpl-66e41bb3:13f52bcea4e:-358,ROUTE 120®,3733
SDIS 64 - Route 1,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d1d,ROUTE 120®,3733
SMEGREG - Risque de salinisation de l’estuaire,FeatureTypeInfoImpl-538fbc38:14cb2ea5724:-c3b,RISQUE NRBC,120
SMEGREG - Zone dénoyée entre 1980 et 2004,FeatureTypeInfoImpl--3861f61a:14cb6d26201:-7181,ZONE CŒUR,156
SMEGREG - Zone à risque de dénoyage de l’Oligocène fort et moyen,FeatureTypeInfoImpl--7cc2c4a8:14cb3762e9a:5148,RISQUE NRBC,120
ARS - Etablissements médico-sociaux,FeatureTypeInfoImpl-f93348d:15143422d5c:35d6,ETABLISSEMENTS MEDICO-SOCIAUX,2071
Chambre agriculture 64 - Sites RMQS,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc6,SITES GERES,3242
CA Cote Basque Adour - EBC Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-5510,SCOT AGGLO DE BAYONNE ET SUD LANDES : OCS A GRANDE ECHELLE 2000-2009,3465
CA Cote Basque Adour - Enseignement,FeatureTypeInfoImpl-2245790e:1419d44a43e:-64c1,PAI : SCIENCE ET ENSEIGNEMENT,3398
CA Cote Basque Adour - ER Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-4b40,SCOT AGGLO DE BAYONNE ET SUD LANDES : OCS A GRANDE ECHELLE 2000-2009,3465
CA Cote Basque Adour - ER Num Agglo,FeatureTypeInfoImpl-2245790e:1419d64a909:-49e1,SCOT AGGLO DE BAYONNE ET SUD LANDES : OCS A GRANDE ECHELLE 2000-2009,3465
CR Aquitaine - Programmes LEADER 2014/2020,FeatureTypeInfoImpl-19097143:153501da07d:-387b,ZONES LEADER,1585
SIAEPA de La Brède - Ouvrages de défense incendie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f32,OUVRAGES D'ART,588
CC Montesquieu - Points d'apport verre,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f2e,POINTS COTES,2183
CDC du Mézinais - Communes,FeatureTypeInfoImpl--3ce68516:141a7919477:-6fad,ZONAGE SIMPLIFIE DES POS COMMUNES LITTORALES,241
CDC Penne d'Agenais - Voie Communale,FeatureTypeInfoImpl-2245790e:1419dc4bdd5:-16d5,FORET COMMUNALE,191
CE24 - Exploitations à vocation touristique,FeatureTypeInfoImpl--58a04374:13da4a3a13c:-4c64,OFFRE TOURISTIQUE,1021
Chambre agriculture 33 - Plan d'action territoriale Engranne,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:1775,UNITE TERRITORIALE,631
CG47 - Sites intérêt écologique,FeatureTypeInfoImpl--5738bcda:13cb7bf17f0:-7982,SITES GERES,3242
DDTM40 - Schéma de cohérence territoriale,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d96,UNITE TERRITORIALE,631
DRAAF - Sites de stockage,FeatureTypeInfoImpl--155706dd:1373c90c085:-7ff7,SITES GERES,3242
DREAL - PPR MVT,FeatureTypeInfoImpl--4ecb909f:15adcd21345:902,PPR - ATLAS,211
Dreal-TRI-Enjeu Patrimoine ponctuel-Subm,FeatureTypeInfoImpl--68c7c94:14d4755babb:77b0,PATRIMOINE CIVIL,302
Dreal-TRI-Enjeu Patrimoine ponctuel-Debord,FeatureTypeInfoImpl--68c7c94:14d472ce9fe:60da,PATRIMOINE CIVIL,302
Dreal-TRI-Enjeu Patrimoine sites-Debord,FeatureTypeInfoImpl--68c7c94:14d476b9395:-1c25,PATRIMOINE CIVIL,302
Dreal-TRI-Enjeu Patrimoine sites-Subm,FeatureTypeInfoImpl--68c7c94:14d476b9395:-1760,PATRIMOINE CIVIL,302
ERDF - Poste électrique,FeatureTypeInfoImpl--433409c9:133c599c9af:-7d0f,POSTE ELECTRIQUE,1288
GIP ATGERI - Siège,FeatureTypeInfoImpl--4ecb909f:15adc0af1ab:7d84,REFERENTIEL METIER GRANDE ECHELLE DU GIP,769
GPMB - Quais,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:200,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
IFN - Dégâts,FeatureTypeInfoImpl-5654a656:137a277a2e8:-7e6e,DONNEES IFN,87
PEGASE - EPCI Poitou-Charentes,FeatureTypeInfoImpl--352f6934:14a0b5a7ecb:-7889,EPCI : REGION POITOU-CHARENTE,3556
SDIS64 - PAI Santé,FeatureTypeInfoImpl-788275d6:148eb592ce7:556c,PAI : SANTE,3213
RFF - Passages souterrains,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d6c,PASSAGES CERFS,1555
RTE - Réseau électrique souterrain,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3b27,RESEAU ELECTRIQUE SOUTERRAIN,4468
SDIS 47 - ERP - Point,FeatureTypeInfoImpl-328c2f39:15336fff100:-42e8,POINT ADRESSE,252
SDIS -  Groupements,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5a,GDON - GROUPEMENTS DE DEFENSE CONTRE LES ORGANISMES NUISIBLES,2115
SMEAG -  Sites expérimentaux pour le SDE,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fac,SITES GERES,3242
Urbanisme - 33 - Zonages urbanisme,FeatureTypeInfoImpl-2c34a65b:13f9e7c9256:f17,ZONAGES D'URBANISME,358
Chambre agriculture 33 - Marchés de producteurs,FeatureTypeInfoImpl-5c8f87e1:14407aa6100:175a,PRODUCTEURS BIO : 64,3137
AUDAP - Producteurs biologiques des Pyrénées-Atlantiques,FeatureTypeInfoImpl--526cedd4:143d44cfa20:8f,PRODUCTEURS BIO : 64,3137
CA Perigueux - Réseau haut débit,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7db8,RESEAU HAUT DEBIT,619
CAUE 33 - _Masque noir,FeatureTypeInfoImpl--60d2bb13:13cb4240a19:-53ed,ZPPAUP : 33,1970
Cadaujac - Défense incendie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f14,POTEAU INCENDIE,4474
Chambre agri 40 - Réseau ASAH,FeatureTypeInfoImpl--2d7d61de:14de2b56fe5:b6a,ZPPAUP : 40,1971
SRCE - RB MOSO Plaines agricoles à enjeu de biodiversité,FeatureTypeInfoImpl--1349261:14310b86ff0:-f12,DEGATS AGRICOLES,375
CAUE 33 - _Département gris,FeatureTypeInfoImpl--60d2bb13:13cb4240a19:-7102,ZPPAUP : 33,1970
CAUE 33 - _Hydrographie noir,FeatureTypeInfoImpl--60d2bb13:13cb4240a19:-52db,ZPPAUP : 33,1970
CDC Piémont Oloronais - Incendie,FeatureTypeInfoImpl-2245790e:1419d048044:37,POTEAU INCENDIE,4474
DDCSPP 47 - Elevages avicoles,FeatureTypeInfoImpl-48337e3e:150c7ccc759:2fb3,ZPPAUP : 47,1972
PCI vecteur 64 - Batiment (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7e92,BATIMENT PUBLIC,1419
PCI vecteur 64 - Parcelle (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7df4,ZPPAUP : 64,3245
DGFIP 64 - ITXASSOU - Parcelles,FeatureTypeInfoImpl--160cad13:156dba54a5a:-5af,ZPPAUP : 64,3245
PCI vecteur 64 - Section (DDFIP 64),FeatureTypeInfoImpl-72e17f:14eb09bea46:-7dd8,ZPPAUP : 64,3245
DDTM 33 - Campings,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e94,RECENSEMENT SITES WEB DES CAMPINGS EN AQUITAINE 2009,479
DDTM33 - SRU,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e91,SRU : COMMUNES SOUMISES A OBLIGATION ART 55 LOI SRU,1346
demo_afigeo - schéma ingénierie 24,FeatureTypeInfoImpl-5c668ac0:13da256cfec:-2706,ZPPAUP : 24,1969
FD chasse 33 - Acquisition,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7de0,ZPPAUP : 33,1970
FD chasse 33 - Réserve contractuelle,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dd4,ZPPAUP : 33,1970
GPMB - Bouées,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:629c,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
GPMB - Epaves,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:62bf,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
GPMB - Passes,FeatureTypeInfoImpl-5b18e1b8:142bdaa1634:179,GPMB -  CHENAUX DE NAVIGATION, BALISAGE,1912
INSEE - Part des chômeurs entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:403d,ZPPAUP : 24,1969
INSEE - Taux de chômage entre 15 et 24 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:43e8,ZPPAUP : 24,1969
INSEE - Taux de chômage entre 15 et 64 ans par communes,FeatureTypeInfoImpl-48337e3e:150c868ce7e:4429,ZPPAUP : 64,3245
PNR LG - Bibliotheques,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6fae,BIBLIOTHEQUES MUNICIPALES ET DEPARTEMENTALES AQUITAINE,550
SDCI 47 - Branchements,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4793,ZPPAUP : 47,1972
RTE - Réseau électrique aérien,FeatureTypeInfoImpl--64db1a4f:15a8f5b7695:-3d19,RESEAU RTE,3205
SDCI 47 - Canalisation,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4791,ZPPAUP : 47,1972
SDCI 47 - Stations,FeatureTypeInfoImpl--7c49cce1:1359a5c4ecf:-4783,ZPPAUP : 47,1972
SDIS 64 - Etablissements répertoriés,FeatureTypeInfoImpl-66e41bb3:13f52a192f1:3efb,ZPPAUP : 64,3245
SDIS 64 - Route2,FeatureTypeInfoImpl-6c1054ec:147f930b30b:-5d16,ZPPAUP : 64,3245
SDIS 64 - Secteur CIS,FeatureTypeInfoImpl-66e41bb3:13f52bcea4e:31e6,ZPPAUP : 64,3245
Urbanisme - CUB Zonages,FeatureTypeInfoImpl-347005a3:14560412e9e:3afc,ZONAGES D'URBANISME,358
Urbanisme - 24 - Informations annexes (ponctuels),FeatureTypeInfoImpl--5ef09ad5:13fbd7e91ea:494a,ZPPAUP : 24,1969
ALPI - EPCI Adherents,FeatureTypeInfoImpl--149c8014:14f44e3bf29:36b8,EPCI : CONTOUR,570
ARS - Captages de la Dordogne,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:-17a8,ESTOMPAGE : DORDOGNE,862
ARS - Captages de la Gironde,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb5,ESTOMPAGE : GIRONDE,865
ARS - Captages des Landes,FeatureTypeInfoImpl--1812fe21:13feca1dc3b:fb8,ESTOMPAGE : LANDES,866
CDC Piémont Oloronais - Batiments,FeatureTypeInfoImpl-2245790e:1419d048044:30,BD TOPO : BATIMENTS,16
DDT 24 - Aide à l'investissement forestier (2007-2009),FeatureTypeInfoImpl-7a7bae0a:141b7651869:6eee,COUVERT FORESTIER,2707
DDTM 33 - Périmètres des Plans Locaux de l'Habitat,FeatureTypeInfoImpl--2e1400eb:133edec7535:-7e88,PLANS URGENCE,123
CG 64 - Sectorisation des collèges 2012,FeatureTypeInfoImpl-3708cd80:1389fb96023:-7f23,MNT CUB 2012,4144
Chambre agriculture 64 - Stations agrométéo,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dc8,STATIONS AGROMETEO,367
CR Aquitaine - EPCI - Mars 2015,FeatureTypeInfoImpl-19088863:140f35c1596:-7018,EPCI : CONTOUR,570
DDT 24 - Aide à l'investissement forestier (2000-2006),FeatureTypeInfoImpl-7a7bae0a:141b7651869:6e6f,COUVERT FORESTIER,2707
DDTM40 - territoire lieutenant de louveterie,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d88,GESTION LOUVETERIE,954
Banatic-GIP ATGeRi - EPCI,FeatureTypeInfoImpl-5679c4ee:135e78e7d22:9d2,EPCI : CONTOUR,570
Vue Aérienne 2012 50cm,CoverageInfoImpl--4ecb909f:15af581493a:-6175,MNT CUB 2012,4144
RFF - Point d'accès,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d60,POINT ADRESSE,252
GeoTransfert - Qualité de la détection automatique du trait de côte,FeatureTypeInfoImpl-2245790e:1419c920d26:-39e8,TRAIT DE COTE,420
GIP ATGeRi - Masque Région aquitaine,FeatureTypeInfoImpl--7b1a2e47:1511aee9bb2:4661,BD TOPO : AQUITAINE,832
Gironde Numerique - Backbone,FeatureTypeInfoImpl-7c28b9fa:135f2d071b7:-6b75,SCAN 50 : GIRONDE,889
Gironde Numerique - Tracé des emprises des NRA-ZO,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7dba,SCAN 50 : GIRONDE,889
GRDF - Réseau de transports gazs,FeatureTypeInfoImpl--60870653:141bb06f07b:-7f6f,RESEAU TRANSPORT GAZS,564
Vue Aérienne IGN 2012 50cm Pyrénées-Atlantiques,CoverageInfoImpl-60c9b05c:14135123148:-1e91,MNT CUB 2012,4144
Vue aérienne 2012 50cm,CoverageInfoImpl-5fc05bac:145efe203a5:-22d1,MNT CUB 2012,4144
PIGMA - Bâtiments des établissements scolaires du 2nd degré - 2015,FeatureTypeInfoImpl--60870653:141bb820e24:-4e0f,CANTONS 2015,3270
RFF - Point kilométrique,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d70,POINT ADRESSE,252
SDIS 47 - ERP  Hotels,FeatureTypeInfoImpl--158b7952:14c4ba4b95f:-5501,RECENSEMENT SITES WEB DES HOTELS EN AQUITAINE 2009,485
SDIS - Tours de guet,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d58,TOUR DE GUET,11
SMAVLOT - Loueurs et réparateurs,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-33f7,LOUEURS ET REPARATEURS,3355
SMEAG -  Seuils: type et objectif 2012,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f9a,MNT CUB 2012,4144
SM Geolandes - Campings des landes,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7dd0,SCAN 50 : LANDES,890
SRCE_2014_RB_MOSO Landes,FeatureTypeInfoImpl--1349261:14310b86ff0:-f52,SCAN 50 : LANDES,890
SRCE  - Autres éléments Région Aquitaine,FeatureTypeInfoImpl--1349261:14310b86ff0:227,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Habillages linéaires,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:-1343,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Habillages ponctuels,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:45c4,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Habillages surfaciques,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:45e6,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Informations linéaires,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:6035,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Informations ponctuelles,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:-1edf,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Informations surfaciques,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:-131d,BD TOPO : AQUITAINE,832
Aquitaine - Prescription linéaire test,FeatureTypeInfoImpl-6e0d6d8:154f204990f:-46df,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Prescriptions linéaires,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:604d,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Prescriptions ponctuelles,FeatureTypeInfoImpl-5b18e1b8:142bdf5b9f7:62c6,BD TOPO : AQUITAINE,832
Urbanisme Aquitaine - Prescriptions surfaciques,FeatureTypeInfoImpl-5b18e1b8:142be17f584:-7f0e,BD TOPO : AQUITAINE,832
ADACL - Gestion des déchets,FeatureTypeInfoImpl--3e77d70f:141977de0f1:-5629,PAI : GESTION EAUX,3209
APEM - Les refuges des pyrénées,FeatureTypeInfoImpl-7e125c65:133a1446f48:-7246,REFUGES ET CABANES,580
CG64 - AEP parcelles,FeatureTypeInfoImpl--25d11048:13b23cbf2dc:-2d44,RPG - REGISTRE PARCELLAIRE GRAPHIQUE / PARCELLES AGRICOLES,322
CDC Estuaire - Périmètre de la ZPS (Zone de Protection Spéciale),FeatureTypeInfoImpl--60d2bb13:13cb4eacc01:-e4c,FORET DE PROTECTION,154
CG 64 - Plan Départemental des Itinéraires de Promenade et de Randonnées,FeatureTypeInfoImpl-1efb5ae3:137edde9d3f:-6e91,PLAN DE VILLE,951
SIRTAQUI - Campings,FeatureTypeInfoImpl--499dd7c8:1505c036c27:-45d0,SIRTAQUI - BASE SUR L'OFFRE TOURISTIQUE EN AQUITAINE,1114
ALPI - Communes Adherentes,FeatureTypeInfoImpl--5eb5aa40:14f414a44cd:-3db1,COMMUNES CLASSEES,1593
Géocodage brut des foyers de la COBAN,FeatureTypeInfoImpl-3e62bdca:1516209d235:-42d2,FOYERS LUMINEUX,765
DRAAF : Petites régions fourragères,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e9c,PETITES REGIONS FOURRAGERES,596
DRAC - Périmètres de protection modifiés,FeatureTypeInfoImpl-1f9c8a93:133a71d23f1:-7f6f,FORET DE PROTECTION,154
DREAL-TRI-Ouvrages de protection,FeatureTypeInfoImpl--68c7c94:14d4813db0b:-2b0d,FORET DE PROTECTION,154
EPIDOR - Enveloppe inondable PAPI dordogne,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7e18,SCAN 250 : DORDOGNE,880
PNR LG - Prestations canoe,FeatureTypeInfoImpl-798fb7aa:1527e3f915b:-5e3,PRATIQUE CANOE,307
PNR LG - Fontaines consacrées,FeatureTypeInfoImpl--2aae7c6e:13542c0f87f:-6cb1,FONTAINES CONSACREES,407
SDIS - Centres de secours,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7d5c,CENTRE DE SECOURS,131
SMAVLOT - Communes su SMAVLOT,FeatureTypeInfoImpl-14757e89:141c6cacc4c:-3bf4,COMMUNES CLASSEES,1593
SMEAG -   Orientation de gestion des épis,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fae,PAI : GESTION EAUX,3209
SMEAG -  Forêts alluviales: priorités et plan d'action,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7fa8,PLAN DE VILLE,951
SMEAG -  Plan d'action pour les ripisylves,FeatureTypeInfoImpl--3d639cb2:13285edbc12:-7f96,PLAN DE VILLE,951
Urbanisme - Dordogne Habillages linéaires,FeatureTypeInfoImpl--a228572:14855bf2dd0:f37,DOCUMENT URBANISME,522
Urbanisme - Dordogne Habillages ponctuels,FeatureTypeInfoImpl--a228572:14855bf2dd0:49c9,DOCUMENT URBANISME,522
Urbanisme - Dordogne Habillages surfaciques,FeatureTypeInfoImpl--a228572:14855bf2dd0:4ad1,DOCUMENT URBANISME,522
Urbanisme - Dordogne Informations linéaires,FeatureTypeInfoImpl--a228572:14855ccf5cb:-67c3,DOCUMENT URBANISME,522
Urbanisme départemental - Informations ponctuels de la Dordogne,FeatureTypeInfoImpl--a228572:14855ccf5cb:-35a2,DOCUMENT URBANISME,522
Urbanisme - Dordogne Informations surfaciques,FeatureTypeInfoImpl--a228572:14855ccf5cb:-3a31,DOCUMENT URBANISME,522
Urbanisme - Dordogne Prescriptions linéaires,FeatureTypeInfoImpl--a228572:14855ccf5cb:-fbf,DOCUMENT URBANISME,522
Urbanisme - Dordogne Prescriptions ponctuels,FeatureTypeInfoImpl--a228572:14855ccf5cb:-f98,DOCUMENT URBANISME,522
Urbanisme - Dordogne Prescriptions surfaciques,FeatureTypeInfoImpl--a228572:14855ccf5cb:-f76,DOCUMENT URBANISME,522
Urbanisme - Dordogne Zonages,FeatureTypeInfoImpl--a228572:14855ccf5cb:17c1,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Habillages linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:72c8,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Habillages ponctuels,FeatureTypeInfoImpl--266e24e3:148592967ca:730f,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Habillages surfaciques,FeatureTypeInfoImpl--266e24e3:148592967ca:740a,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Informations linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:74e7,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Informations ponctuels,FeatureTypeInfoImpl--266e24e3:148592967ca:7557,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Informations surfaciques,FeatureTypeInfoImpl--266e24e3:148592967ca:7d33,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Prescriptionss linéaires,FeatureTypeInfoImpl--266e24e3:148592967ca:7e28,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Prescriptions ponctuels,FeatureTypeInfoImpl--266e24e3:148595bbbc6:-6aa9,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Prescriptions surfaciques,FeatureTypeInfoImpl--266e24e3:148595bbbc6:-69d3,DOCUMENT URBANISME,522
Urbanisme - Lot-et-Garonne Zonages,FeatureTypeInfoImpl--266e24e3:148595bbbc6:-6928,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Habillages linéaires,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:-3875,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Habillages ponctuels,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:-3320,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Habillages surfaciques,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:-3308,DOCUMENT URBANISME,522
Urbanisme - Pyrénées-Atlantiques Informations linéaires,FeatureTypeInfoImpl-5b72bc98:144ab29b95e:5840,DOCUMENT URBANISME,522
